n_probes,repeat,strategy,reconstruction_error_l1,reconstruction_error_l2,ranking_ndcg_k3,ranking_ndcg_k5,jaccard_k3,precision_k3,recall_k3,kendall_tau
10,685,round_robin,2625037.1529754167,7402121.868919603,0.8569193569681173,0.9649421765167149,0.5,0.6666666666666666,0.6666666666666666,0.6
10,685,ucb,62083.1709880118,102948.78042077967,1.0,1.0,1.0,1.0,1.0,1.0
10,685,dpp,3082279.5398837673,8395642.200189678,0.7700831671123949,0.9285795766931811,0.2,0.3333333333333333,0.3333333333333333,0.0
10,686,random,2757964.664496892,7630742.0375093175,0.8394634649295427,0.9610505198849877,0.5,0.6666666666666666,0.6666666666666666,0.4
10,686,round_robin,2600936.572995709,7401369.559926989,0.8569193569681173,0.9649421765167149,0.5,0.6666666666666666,0.6666666666666666,0.6
10,686,ucb,53881.15751974552,114190.24513540155,1.0,1.0,1.0,1.0,1.0,1.0
10,686,dpp,921315.4225785625,3150350.1782569275,1.0,1.0,1.0,1.0,1.0,1.0
10,687,random,4601209.147471651,11879219.123392545,0.7499443955479356,0.7536484601930683,1.0,1.0,1.0,0.6
10,687,round_robin,3091485.480935089,8396461.210477857,0.7700831671123949,0.9285795766931811,0.2,0.3333333333333333,0.3333333333333333,0.0
10,687,ucb,91562.02248243098,210598.72002631385,1.0,1.0,1.0,1.0,1.0,1.0
10,687,dpp,88711.24407770098,148138.79459448392,1.0,1.0,1.0,1.0,1.0,1.0
10,688,random,5079449.621452949,12523385.635911684,0.3569475497154197,0.6823637688872913,0.5,0.6666666666666666,0.6666666666666666,0.0
10,688,round_robin,40776.44593156579,69951.8698887523,1.0,1.0,1.0,1.0,1.0,1.0
10,688,ucb,84441.88989503233,177465.53577570923,1.0,1.0,1.0,1.0,1.0,1.0
10,688,dpp,4573959.694748239,12759505.455848929,0.16690383773073,0.5702488164559575,0.2,0.3333333333333333,0.3333333333333333,-0.4
10,689,random,2168561.6418382074,5957577.577263312,0.9450174148354773,0.9924897575554545,0.5,0.6666666666666666,0.6666666666666666,0.8
10,689,round_robin,2855943.8616143847,10859502.766315157,0.3933721456925805,0.6726461224842027,0.5,0.6666666666666666,0.6666666666666666,0.2
10,689,ucb,67765.76546914432,126391.35883570276,1.0,1.0,1.0,1.0,1.0,1.0
10,689,dpp,5076571.7248305045,12523325.90444633,0.3569475497154197,0.6823637688872913,0.5,0.6666666666666666,0.6666666666666666,0.0
15,685,random,48293.74889528985,112042.01335232926,1.0,1.0,1.0,1.0,1.0,1.0
15,685,round_robin,76549.19426521185,173637.07679307225,1.0,1.0,1.0,1.0,1.0,1.0
15,685,ucb,47176.44951010132,114476.38390272814,1.0,1.0,1.0,1.0,1.0,1.0
15,685,dpp,81371.6360743439,219172.30723577322,1.0,1.0,1.0,1.0,1.0,1.0
15,686,random,41999.43202218189,77998.88001361924,1.0,1.0,1.0,1.0,1.0,1.0
15,686,round_robin,64465.74718784197,175386.1136211032,1.0,1.0,1.0,1.0,1.0,1.0
15,686,ucb,66172.36910498315,186942.0968800195,1.0,1.0,1.0,1.0,1.0,1.0
15,686,dpp,60603.68811841705,138389.6589038245,1.0,1.0,1.0,1.0,1.0,1.0
15,687,random,49894.45525569399,95007.03150808752,1.0,1.0,1.0,1.0,1.0,1.0
15,687,round_robin,89999.84057173366,196660.7135234116,1.0,1.0,1.0,1.0,1.0,1.0
15,687,ucb,64857.54008287793,127569.80550368247,1.0,1.0,1.0,1.0,1.0,1.0
15,687,dpp,116111.84115058588,229559.2044512677,1.0,1.0,1.0,1.0,1.0,1.0
15,688,random,25042.380500217274,44675.05558039866,1.0,1.0,1.0,1.0,1.0,1.0
15,688,round_robin,41475.39091597082,87956.7079850837,1.0,1.0,1.0,1.0,1.0,1.0
15,688,ucb,56381.65128552354,107924.42192029595,1.0,1.0,1.0,1.0,1.0,1.0
15,688,dpp,47257.563282773626,86822.90445407906,1.0,1.0,1.0,1.0,1.0,1.0
15,689,random,60092.56585525804,121909.58218067701,1.0,1.0,1.0,1.0,1.0,1.0
15,689,round_robin,79668.37271015107,173733.20022406935,1.0,1.0,1.0,1.0,1.0,1.0
15,689,ucb,45530.6669247963,95897.88213028568,1.0,1.0,1.0,1.0,1.0,1.0
15,689,dpp,63668.80779334206,156540.69398706354,1.0,1.0,1.0,1.0,1.0,1.0
20,685,random,34359.46304236793,64677.780886789136,1.0,1.0,1.0,1.0,1.0,1.0
20,685,round_robin,69592.94845135501,151711.75381151077,1.0,1.0,1.0,1.0,1.0,1.0
20,685,ucb,130272.26561274358,315145.549790272,1.0,1.0,1.0,1.0,1.0,1.0
20,685,dpp,103565.31679474449,209337.53936975656,1.0,1.0,1.0,1.0,1.0,1.0
20,686,random,59996.51255252127,155150.49265904026,1.0,1.0,1.0,1.0,1.0,1.0
20,686,round_robin,67634.93640062405,129434.60242094462,1.0,1.0,1.0,1.0,1.0,1.0
20,686,ucb,47952.681032828565,105183.08980557068,1.0,1.0,1.0,1.0,1.0,1.0
20,686,dpp,104063.5431526448,204432.10541444726,1.0,1.0,1.0,1.0,1.0,1.0
20,687,random,52784.28133694796,103066.38000829042,1.0,1.0,1.0,1.0,1.0,1.0
20,687,round_robin,50832.94031945685,97660.09304573353,1.0,1.0,1.0,1.0,1.0,1.0
20,687,ucb,18884.402774889295,36040.06770907062,1.0,1.0,1.0,1.0,1.0,1.0
20,687,dpp,110932.66137765217,296885.2156407997,1.0,1.0,1.0,1.0,1.0,1.0
20,688,random,60000.946005383106,122726.81677065995,1.0,1.0,1.0,1.0,1.0,1.0
20,688,round_robin,57424.530252570534,117377.0199808049,1.0,1.0,1.0,1.0,1.0,1.0
20,688,ucb,46619.3627110661,122147.74135845604,1.0,1.0,1.0,1.0,1.0,1.0
20,688,dpp,47390.542398681675,124934.49972826208,1.0,1.0,1.0,1.0,1.0,1.0
20,689,random,55159.12938034013,126303.82100071281,1.0,1.0,1.0,1.0,1.0,1.0
20,689,round_robin,30352.482299143507,72264.87807125515,1.0,1.0,1.0,1.0,1.0,1.0
20,689,ucb,37581.42804091968,76820.87111067619,1.0,1.0,1.0,1.0,1.0,1.0
20,689,dpp,76162.7738309507,140964.3239111986,1.0,1.0,1.0,1.0,1.0,1.0
