drift_type,magnitude,repeat,naive_bias,irbs_bias,naive_rmse,irbs_rmse
abrupt_shift,0.15,9,45120.88378945345,-51911.26377998409,40124.27307909945,54758.0264681498
abrupt_shift,0.15,10,-17403.87589079712,-47393.29085591287,40124.27307909945,54758.0264681498
abrupt_shift,0.15,11,-38004.23098642647,1851.6905133822584,40124.27307909945,54758.0264681498
abrupt_shift,0.15,12,18603.056821676757,-12742.270998725406,40124.27307909945,54758.0264681498
abrupt_shift,0.15,13,13840.083688811283,-33828.85701570459,40124.27307909945,54758.0264681498
abrupt_shift,0.15,14,64978.847651775635,77013.40107987,40124.27307909945,54758.0264681498
abrupt_shift,0.15,15,-21673.75737452181,49346.489943647815,40124.27307909945,54758.0264681498
abrupt_shift,0.15,16,153.22478754390613,42795.10435085141,40124.27307909945,54758.0264681498
abrupt_shift,0.15,17,-45917.07744923644,-23516.800998786464,40124.27307909945,54758.0264681498
abrupt_shift,0.15,18,88754.61765290448,-27398.548600167327,40124.27307909945,54758.0264681498
abrupt_shift,0.15,19,-54538.29478396903,-4018.6414257365395,40124.27307909945,54758.0264681498
abrupt_shift,0.2,0,-2561.923594561318,-34564.58856568954,39655.22342037236,37510.512151455696
abrupt_shift,0.2,1,28211.079091441818,7721.029145624954,39655.22342037236,37510.512151455696
abrupt_shift,0.2,2,-12517.404222682002,-31837.11034679346,39655.22342037236,37510.512151455696
abrupt_shift,0.2,3,-25549.052513476112,-37041.25899329566,39655.22342037236,37510.512151455696
abrupt_shift,0.2,4,-12929.230066802353,-38637.38237379471,39655.22342037236,37510.512151455696
abrupt_shift,0.2,5,71707.38449285156,6843.900858006236,39655.22342037236,37510.512151455696
abrupt_shift,0.2,6,-25853.318637963675,-70877.64610154786,39655.22342037236,37510.512151455696
abrupt_shift,0.2,7,-64846.595442797945,-33509.8268883882,39655.22342037236,37510.512151455696
abrupt_shift,0.2,8,-53197.32260727801,30387.018298568204,39655.22342037236,37510.512151455696
abrupt_shift,0.2,9,52647.37874489164,49756.71408627817,39655.22342037236,37510.512151455696
abrupt_shift,0.2,10,-28865.042933958175,88331.37515948451,39655.22342037236,37510.512151455696
abrupt_shift,0.2,11,-14057.510170204623,-8901.668387967162,39655.22342037236,37510.512151455696
abrupt_shift,0.2,12,85779.28768272768,-1986.5884320712648,39655.22342037236,37510.512151455696
abrupt_shift,0.2,13,-6640.58687728658,-4652.6479585825,39655.22342037236,37510.512151455696
abrupt_shift,0.2,14,-2851.1511811052333,-20603.680092510214,39655.22342037236,37510.512151455696
abrupt_shift,0.2,15,14463.975697648712,-31739.428076898737,39655.22342037236,37510.512151455696
abrupt_shift,0.2,16,-26600.25282748483,50507.192684263835,39655.22342037236,37510.512151455696
abrupt_shift,0.2,17,52471.58031191211,-26474.77896503627,39655.22342037236,37510.512151455696
abrupt_shift,0.2,18,30148.645151907433,-1443.7651942004159,39655.22342037236,37510.512151455696
abrupt_shift,0.2,19,-32163.205648587435,28675.9287168305,39655.22342037236,37510.512151455696
abrupt_shift,0.3,0,-12743.63594360996,21099.085408533487,35878.047723545256,50727.82570838875
abrupt_shift,0.3,1,27532.98056327214,-64335.765567590686,35878.047723545256,50727.82570838875
abrupt_shift,0.3,2,9645.219098510162,-8768.809551602317,35878.047723545256,50727.82570838875
abrupt_shift,0.3,3,-6827.545461841539,-44002.80958182551,35878.047723545256,50727.82570838875
abrupt_shift,0.3,4,70555.40233818695,-36335.543824852735,35878.047723545256,50727.82570838875
abrupt_shift,0.3,5,-2752.053393403912,16839.133073194273,35878.047723545256,50727.82570838875
abrupt_shift,0.3,6,-30059.80665664273,-30750.689826696063,35878.047723545256,50727.82570838875
abrupt_shift,0.3,7,-21929.22239424204,-46095.64472716855,35878.047723545256,50727.82570838875
abrupt_shift,0.3,8,11724.537521078135,16267.343827013043,35878.047723545256,50727.82570838875
abrupt_shift,0.3,9,-6938.43842150268,-46000.78360796871,35878.047723545256,50727.82570838875
abrupt_shift,0.3,10,-42212.74611723758,-2359.051285985188,35878.047723545256,50727.82570838875
abrupt_shift,0.3,11,-22550.428345311608,-60678.057851750986,35878.047723545256,50727.82570838875
abrupt_shift,0.3,12,4654.699459522264,-2629.734310513566,35878.047723545256,50727.82570838875
abrupt_shift,0.3,13,75343.3704516885,-7777.504696991353,35878.047723545256,50727.82570838875
abrupt_shift,0.3,14,13848.662368174031,171280.04727156257,35878.047723545256,50727.82570838875
abrupt_shift,0.3,15,84469.31839151809,-51432.22563503552,35878.047723545256,50727.82570838875
abrupt_shift,0.3,16,23777.084110632073,42449.36700627132,35878.047723545256,50727.82570838875
abrupt_shift,0.3,17,34718.61486953372,-815.4777407358342,35878.047723545256,50727.82570838875
abrupt_shift,0.3,18,-31360.934534789558,660.540326201648,35878.047723545256,50727.82570838875
abrupt_shift,0.3,19,7682.992678158655,-16550.8035256289,35878.047723545256,50727.82570838875
periodic,0.0,0,21241.898640361236,-5062.991974393546,40868.89668203193,44625.204940622025
periodic,0.0,1,-47604.855472387775,2618.271149518783,40868.89668203193,44625.204940622025
periodic,0.0,2,-16413.14572167606,48422.40353563809,40868.89668203193,44625.204940622025
periodic,0.0,3,-30689.62586248014,91886.53946554248,40868.89668203193,44625.204940622025
periodic,0.0,4,5286.227854975557,-5544.683284945379,40868.89668203193,44625.204940622025
periodic,0.0,5,-55205.200425120725,-24077.473017187673,40868.89668203193,44625.204940622025
periodic,0.0,6,109417.06039283989,9078.469774204597,40868.89668203193,44625.204940622025
periodic,0.0,7,-29942.48240002786,-14370.818306226458,40868.89668203193,44625.204940622025
periodic,0.0,8,11649.081888050889,-51781.91189116496,40868.89668203193,44625.204940622025
periodic,0.0,9,1258.2751993000857,38932.98342638192,40868.89668203193,44625.204940622025
periodic,0.0,10,16136.079542396095,21293.365376481786,40868.89668203193,44625.204940622025
periodic,0.0,11,-5851.7526632961235,-30989.167927858536,40868.89668203193,44625.204940622025
periodic,0.0,12,-11597.870251504966,111570.49297203758,40868.89668203193,44625.204940622025
periodic,0.0,13,27863.825659097318,-43408.65367247042,40868.89668203193,44625.204940622025
periodic,0.0,14,86296.78898527735,-63428.27114506658,40868.89668203193,44625.204940622025
periodic,0.0,15,2012.4679590671149,-10102.867857396457,40868.89668203193,44625.204940622025
periodic,0.0,16,17800.781803790072,-13670.723002484097,40868.89668203193,44625.204940622025
periodic,0.0,17,-41159.58857620449,53881.62030988131,40868.89668203193,44625.204940622025
periodic,0.0,18,-20740.246163966425,29992.59510282523,40868.89668203193,44625.204940622025
periodic,0.0,19,-47930.3514405927,7096.75497119638,40868.89668203193,44625.204940622025
periodic,0.05,0,-41929.55468596361,6413.179609029845,27240.559329357744,50588.892391177564
periodic,0.05,1,12943.05331834624,-17639.811581772927,27240.559329357744,50588.892391177564
periodic,0.05,2,8060.4677439846855,-3403.263588242,27240.559329357744,50588.892391177564
periodic,0.05,3,-27657.8900779229,178756.55081642745,27240.559329357744,50588.892391177564
periodic,0.05,4,-7047.999014373141,-50940.69972547123,27240.559329357744,50588.892391177564
periodic,0.05,5,-42081.65709133461,47232.04072862893,27240.559329357744,50588.892391177564
periodic,0.05,6,25087.513591421448,-36873.834626934404,27240.559329357744,50588.892391177564
periodic,0.05,7,28079.144403563172,-31770.175780889316,27240.559329357744,50588.892391177564
periodic,0.05,8,-34299.09533548166,-59519.72571644258,27240.559329357744,50588.892391177564
periodic,0.05,9,-29655.63614705173,-24121.077221645683,27240.559329357744,50588.892391177564
periodic,0.05,10,-10160.066345787462,3393.02151868277,27240.559329357744,50588.892391177564
periodic,0.05,11,-36173.58309709199,31339.462001447595,27240.559329357744,50588.892391177564
periodic,0.05,12,-10720.828919941472,-16306.71509911117,27240.559329357744,50588.892391177564
periodic,0.05,13,-19468.804906004254,-11820.31089937297,27240.559329357744,50588.892391177564
periodic,0.05,14,-32945.79275376996,2068.8260268710146,27240.559329357744,50588.892391177564
periodic,0.05,15,-29529.783277515206,-9718.948077232228,27240.559329357744,50588.892391177564
periodic,0.05,16,-28919.999115035695,-10466.438405860885,27240.559329357744,50588.892391177564
periodic,0.05,17,-38115.35182570928,-18937.43508025928,27240.559329357744,50588.892391177564
periodic,0.05,18,-19462.20798411916,20347.41267233994,27240.559329357744,50588.892391177564
periodic,0.05,19,16127.362173668778,-71884.92608338325,27240.559329357744,50588.892391177564
periodic,0.1,0,-44003.21965850654,-24643.26261683498,32250.180383949344,35758.67339046788
periodic,0.1,1,28757.58367418815,66618.71170028803,32250.180383949344,35758.67339046788
periodic,0.1,2,-40121.80527856326,33117.63868082335,32250.180383949344,35758.67339046788
periodic,0.1,3,-50807.79358571395,21178.945703291974,32250.180383949344,35758.67339046788
periodic,0.1,4,50452.24773474064,-36463.72808731126,32250.180383949344,35758.67339046788
periodic,0.1,5,-44356.13654569618,-36127.90369143698,32250.180383949344,35758.67339046788
periodic,0.1,6,-11978.946882185439,-20250.926188684418,32250.180383949344,35758.67339046788
periodic,0.1,7,-23102.51223425058,-46494.33981004043,32250.180383949344,35758.67339046788
periodic,0.1,8,7927.380869927263,43113.2400702998,32250.180383949344,35758.67339046788
periodic,0.1,9,8084.144243257906,-47708.02467937657,32250.180383949344,35758.67339046788
periodic,0.1,10,36732.70628786573,23354.487437404372,32250.180383949344,35758.67339046788
periodic,0.1,11,30849.963031784107,-45529.657308350026,32250.180383949344,35758.67339046788
periodic,0.1,12,-51855.3775648172,-24416.79808002335,32250.180383949344,35758.67339046788
periodic,0.1,13,-20372.161714823014,18759.874620085087,32250.180383949344,35758.67339046788
periodic,0.1,14,8684.327812665259,-29612.76893757304,32250.180383949344,35758.67339046788
periodic,0.1,15,-29822.32665193727,8412.975526163733,32250.180383949344,35758.67339046788
periodic,0.1,16,-33046.91555370542,-57386.6982639347,32250.180383949344,35758.67339046788
periodic,0.1,17,-5511.071021123935,15208.902107956033,32250.180383949344,35758.67339046788
periodic,0.1,18,3808.716327241971,-12334.164473991375,32250.180383949344,35758.67339046788
periodic,0.1,19,-31967.37069446215,-38087.55119332828,32250.180383949344,35758.67339046788
periodic,0.15,0,11348.98455500594,-8904.86372513781,26563.636777508225,36650.63134545796
periodic,0.15,1,16516.651957175432,-30801.259290687798,26563.636777508225,36650.63134545796
periodic,0.15,2,-26619.871779649577,-29196.273808401776,26563.636777508225,36650.63134545796
periodic,0.15,3,-22836.077813359676,26192.04674506851,26563.636777508225,36650.63134545796
periodic,0.15,4,50843.78520630894,36109.084567929734,26563.636777508225,36650.63134545796
periodic,0.15,5,440.01076065699453,-642.5655271157739,26563.636777508225,36650.63134545796
periodic,0.15,6,-30909.875638911006,1975.4010789713648,26563.636777508225,36650.63134545796
periodic,0.15,7,15466.088045497512,-64618.730503085826,26563.636777508225,36650.63134545796
periodic,0.15,8,42933.967446776136,-48882.41509065498,26563.636777508225,36650.63134545796
periodic,0.15,9,-52727.35784672591,-25904.38750040825,26563.636777508225,36650.63134545796
periodic,0.15,10,10392.114014220744,-82602.82959665568,26563.636777508225,36650.63134545796
periodic,0.15,11,-10794.660150448937,-13438.629937816062,26563.636777508225,36650.63134545796
periodic,0.15,12,-17438.88824214571,-41235.92969171732,26563.636777508225,36650.63134545796
periodic,0.15,13,-25184.223684259516,-32551.7803384898,26563.636777508225,36650.63134545796
periodic,0.15,14,-6790.015861955966,-58661.020054203516,26563.636777508225,36650.63134545796
periodic,0.15,15,29698.235607010283,3179.4629884685273,26563.636777508225,36650.63134545796
periodic,0.15,16,11917.301778856985,-25075.617039896402,26563.636777508225,36650.63134545796
periodic,0.15,17,-12236.027701898158,21914.13377425517,26563.636777508225,36650.63134545796
periodic,0.15,18,-14295.49021088981,8907.215873135749,26563.636777508225,36650.63134545796
periodic,0.15,19,-38605.1138224013,-36758.71787234384,26563.636777508225,36650.63134545796
periodic,0.2,0,8110.7731049838185,-31830.03815912854,44333.10327092936,34333.8420965198
periodic,0.2,1,61762.95228885082,-38869.72652280671,44333.10327092936,34333.8420965198
periodic,0.2,2,80004.9359466575,17466.935036936076,44333.10327092936,34333.8420965198
periodic,0.2,3,10434.177220190788,-49932.24985210784,44333.10327092936,34333.8420965198
periodic,0.2,4,-39006.04876806791,13825.065322084527,44333.10327092936,34333.8420965198
periodic,0.2,5,-9714.093816569686,-51757.57396378726,44333.10327092936,34333.8420965198
periodic,0.2,6,1820.9088601678377,-24363.102455391694,44333.10327092936,34333.8420965198
periodic,0.2,7,-39232.04193192662,-25620.445831580175,44333.10327092936,34333.8420965198
periodic,0.2,8,-19746.34107944899,-29877.325505407352,44333.10327092936,34333.8420965198
periodic,0.2,9,3306.844872653106,29416.277768607455,44333.10327092936,34333.8420965198
periodic,0.2,10,3305.772218379745,-51978.515246865456,44333.10327092936,34333.8420965198
periodic,0.2,11,-18138.67070818835,23251.41531511111,44333.10327092936,34333.8420965198
periodic,0.2,12,84802.00939631287,-24569.360447157378,44333.10327092936,34333.8420965198
periodic,0.2,13,85314.22573459672,67324.82543879008,44333.10327092936,34333.8420965198
periodic,0.2,14,-47596.099293176114,-30113.099724806118,44333.10327092936,34333.8420965198
periodic,0.2,15,56223.61907152069,-47325.23602066259,44333.10327092936,34333.8420965198
periodic,0.2,16,54848.48187094476,-28906.526062811725,44333.10327092936,34333.8420965198
periodic,0.2,17,-22127.4998012282,3143.4610482279677,44333.10327092936,34333.8420965198
periodic,0.2,18,-33068.882996690605,-2252.7259524774563,44333.10327092936,34333.8420965198
periodic,0.2,19,23051.247620317183,552.2288997621508,44333.10327092936,34333.8420965198
periodic,0.3,0,-71326.94135151031,-18906.447863973095,48047.01547966564,36861.58481346613
periodic,0.3,1,-33267.69465143434,19266.767143954465,48047.01547966564,36861.58481346613
periodic,0.3,2,-43337.56304596385,4826.556479226216,48047.01547966564,36861.58481346613
periodic,0.3,3,-51988.93152650434,-23827.887997853657,48047.01547966564,36861.58481346613
periodic,0.3,4,-18260.15090702966,17982.400495169742,48047.01547966564,36861.58481346613
periodic,0.3,5,-69446.96235690571,-32877.552788149216,48047.01547966564,36861.58481346613
periodic,0.3,6,-36957.69911835165,-35524.71540046323,48047.01547966564,36861.58481346613
periodic,0.3,7,1495.2606339789054,-57426.91483859751,48047.01547966564,36861.58481346613
periodic,0.3,8,1636.5157610898023,28406.192411140393,48047.01547966564,36861.58481346613
periodic,0.3,9,88501.86599138728,83026.01715759421,48047.01547966564,36861.58481346613
periodic,0.3,10,41564.672206659336,-42185.79937998435,48047.01547966564,36861.58481346613
periodic,0.3,11,-32483.73382890533,55531.16041934074,48047.01547966564,36861.58481346613
periodic,0.3,12,-16407.00555807585,18317.877629181137,48047.01547966564,36861.58481346613
periodic,0.3,13,-37106.18148036013,-1979.0181102912466,48047.01547966564,36861.58481346613
periodic,0.3,14,-418.4747327772493,19139.852068557637,48047.01547966564,36861.58481346613
periodic,0.3,15,-50796.658776056545,-66958.53692421954,48047.01547966564,36861.58481346613
periodic,0.3,16,16445.42594044414,9551.110732281348,48047.01547966564,36861.58481346613
periodic,0.3,17,94724.90222347708,-447.3480727117858,48047.01547966564,36861.58481346613
periodic,0.3,18,-60024.56693119655,-32217.78435029724,48047.01547966564,36861.58481346613
periodic,0.3,19,-34348.392839714244,31771.270030064712,48047.01547966564,36861.58481346613
heteroscedastic,0.0,0,20934.97110220362,33459.90538247966,42205.964681985984,35732.101425460314
heteroscedastic,0.0,1,41770.007796657796,6106.86218230112,42205.964681985984,35732.101425460314
heteroscedastic,0.0,2,62572.13414528451,-47921.85545102897,42205.964681985984,35732.101425460314
heteroscedastic,0.0,3,-41885.558042575925,-29989.45617507244,42205.964681985984,35732.101425460314
heteroscedastic,0.0,4,-29116.225619370176,-35960.32620498765,42205.964681985984,35732.101425460314
heteroscedastic,0.0,5,11683.548474156443,-54350.24205362267,42205.964681985984,35732.101425460314
heteroscedastic,0.0,6,-52479.68218405638,-17750.367253147124,42205.964681985984,35732.101425460314
heteroscedastic,0.0,7,28303.650274350483,-19607.558061562362,42205.964681985984,35732.101425460314
heteroscedastic,0.0,8,-6136.144201925141,-25406.418995530723,42205.964681985984,35732.101425460314
heteroscedastic,0.0,9,-56418.248453223554,67430.23707354345,42205.964681985984,35732.101425460314
heteroscedastic,0.0,10,10393.625904696382,-41620.07790567656,42205.964681985984,35732.101425460314
heteroscedastic,0.0,11,4100.028059347853,69044.23695176898,42205.964681985984,35732.101425460314
heteroscedastic,0.0,12,-57836.90512940161,3372.694924846437,42205.964681985984,35732.101425460314
heteroscedastic,0.0,13,-40757.078849259444,-35971.05452716228,42205.964681985984,35732.101425460314
heteroscedastic,0.0,14,-48892.6880905453,17205.89094121562,42205.964681985984,35732.101425460314
heteroscedastic,0.0,15,11230.231198919995,35174.54449647511,42205.964681985984,35732.101425460314
heteroscedastic,0.0,16,1702.0479415352456,-34640.754673580115,42205.964681985984,35732.101425460314
heteroscedastic,0.0,17,93104.24245192914,-12590.08509460272,42205.964681985984,35732.101425460314
heteroscedastic,0.0,18,8988.246948244108,-15926.509384135483,42205.964681985984,35732.101425460314
heteroscedastic,0.0,19,-60118.73821544576,9691.000543573173,42205.964681985984,35732.101425460314
heteroscedastic,0.05,0,-9885.038439062337,66436.10150496435,46236.72490876531,39875.283396025334
heteroscedastic,0.05,1,6563.10194303756,73097.16307351488,46236.72490876531,39875.283396025334
heteroscedastic,0.05,2,-22349.62485591712,48770.07451094,46236.72490876531,39875.283396025334
heteroscedastic,0.05,3,-18006.482090860693,56263.27640653137,46236.72490876531,39875.283396025334
heteroscedastic,0.05,4,80936.23278168193,-22856.399471213022,46236.72490876531,39875.283396025334
heteroscedastic,0.05,5,37701.88731417718,8904.33361247112,46236.72490876531,39875.283396025334
heteroscedastic,0.05,6,-43349.9849370773,3430.1312393952394,46236.72490876531,39875.283396025334
heteroscedastic,0.05,7,5211.877752351458,17566.468202754128,46236.72490876531,39875.283396025334
heteroscedastic,0.05,8,2698.125780264585,-7143.372450514929,46236.72490876531,39875.283396025334
heteroscedastic,0.05,9,73759.95138880468,-66451.28038435656,46236.72490876531,39875.283396025334
heteroscedastic,0.05,10,11943.955143951462,-37548.37554180331,46236.72490876531,39875.283396025334
heteroscedastic,0.05,11,-62134.124654543426,-38874.5919646656,46236.72490876531,39875.283396025334
heteroscedastic,0.05,12,-60304.04887339052,7991.504912204138,46236.72490876531,39875.283396025334
heteroscedastic,0.05,13,54627.143432675744,32592.279060717818,46236.72490876531,39875.283396025334
heteroscedastic,0.05,14,26240.687053275877,-26404.80084160049,46236.72490876531,39875.283396025334
heteroscedastic,0.05,15,-55037.86943681585,-45691.94744502168,46236.72490876531,39875.283396025334
heteroscedastic,0.05,16,22783.096715169057,26814.21488803011,46236.72490876531,39875.283396025334
heteroscedastic,0.05,17,-44749.59015932071,-11692.15362766126,46236.72490876531,39875.283396025334
heteroscedastic,0.05,18,92860.65187078214,39373.000310929434,46236.72490876531,39875.283396025334
heteroscedastic,0.05,19,-31295.664145867195,43275.20700949349,46236.72490876531,39875.283396025334
heteroscedastic,0.1,0,-27339.066412126384,-4588.21662992012,40299.20055619748,52218.53193994597
heteroscedastic,0.1,1,-40195.272314581205,-12102.656555475754,40299.20055619748,52218.53193994597
heteroscedastic,0.1,2,47634.594230501476,7498.250042546511,40299.20055619748,52218.53193994597
heteroscedastic,0.1,3,-30368.20836943126,-25439.671817791823,40299.20055619748,52218.53193994597
heteroscedastic,0.1,4,5873.159839636908,-19829.763270493102,40299.20055619748,52218.53193994597
heteroscedastic,0.1,5,-67121.14651430633,68143.98896467956,40299.20055619748,52218.53193994597
heteroscedastic,0.1,6,60357.3058056357,384.696441346372,40299.20055619748,52218.53193994597
heteroscedastic,0.1,7,-19031.484546385618,-40318.729838426196,40299.20055619748,52218.53193994597
heteroscedastic,0.1,8,-6884.256763392652,-35525.14496560191,40299.20055619748,52218.53193994597
heteroscedastic,0.1,9,666.2054934701591,-52711.70086804326,40299.20055619748,52218.53193994597
heteroscedastic,0.1,10,109833.20882943831,3532.866172010574,40299.20055619748,52218.53193994597
heteroscedastic,0.1,11,7142.600820856518,-78288.57495993638,40299.20055619748,52218.53193994597
heteroscedastic,0.1,12,-43636.26668440731,-39843.52025646303,40299.20055619748,52218.53193994597
heteroscedastic,0.1,13,-22881.805114512274,-29054.38004267364,40299.20055619748,52218.53193994597
heteroscedastic,0.1,14,-21584.016095151193,-40893.48238261303,40299.20055619748,52218.53193994597
heteroscedastic,0.1,15,-36546.46621544962,-50807.924306464265,40299.20055619748,52218.53193994597
heteroscedastic,0.1,16,1719.0230672072503,-64620.15039025176,40299.20055619748,52218.53193994597
heteroscedastic,0.1,17,-28043.97298708305,-59591.69126864984,40299.20055619748,52218.53193994597
heteroscedastic,0.1,18,-34143.59642384411,148055.032661347,40299.20055619748,52218.53193994597
heteroscedastic,0.1,19,5881.617402762407,22073.770374801417,40299.20055619748,52218.53193994597
heteroscedastic,0.15,0,56664.693001684034,-18581.259929174295,34147.13440608538,40140.04099504723
heteroscedastic,0.15,1,-2283.1449271282763,-4370.653216332343,34147.13440608538,40140.04099504723
heteroscedastic,0.15,2,-58433.394717050905,-56339.53684414757,34147.13440608538,40140.04099504723
heteroscedastic,0.15,3,5626.454153348692,-26864.386995673383,34147.13440608538,40140.04099504723
heteroscedastic,0.15,4,33146.06470363337,-30999.080401986866,34147.13440608538,40140.04099504723
heteroscedastic,0.15,5,-23159.595433422714,-31931.75257132211,34147.13440608538,40140.04099504723
heteroscedastic,0.15,6,-31859.46476884489,-67207.60782320527,34147.13440608538,40140.04099504723
heteroscedastic,0.15,7,-15354.17524106329,15043.044756137679,34147.13440608538,40140.04099504723
heteroscedastic,0.15,8,-10143.273598501779,38018.556964997435,34147.13440608538,40140.04099504723
heteroscedastic,0.15,9,-65537.06152197905,36306.88742498701,34147.13440608538,40140.04099504723
heteroscedastic,0.15,10,-67732.10964644873,-425.5843055533769,34147.13440608538,40140.04099504723
heteroscedastic,0.15,11,-13074.55229784458,-26082.050863468787,34147.13440608538,40140.04099504723
heteroscedastic,0.15,12,-18994.528337563825,-37839.99126335693,34147.13440608538,40140.04099504723
heteroscedastic,0.15,13,-8087.727812456753,-39069.36328617268,34147.13440608538,40140.04099504723
heteroscedastic,0.15,14,-3004.1045293827483,110249.94785779604,34147.13440608538,40140.04099504723
heteroscedastic,0.15,15,31069.21187258867,-31674.024017894233,34147.13440608538,40140.04099504723
heteroscedastic,0.15,16,10065.668333734822,-13827.129502743686,34147.13440608538,40140.04099504723
heteroscedastic,0.15,17,29203.170986866695,-7356.639387487376,34147.13440608538,40140.04099504723
heteroscedastic,0.15,18,-43688.07841605923,-11167.54407082888,34147.13440608538,40140.04099504723
heteroscedastic,0.15,19,-18778.23740784588,-36192.04208550861,34147.13440608538,40140.04099504723
heteroscedastic,0.2,0,-19199.55808472063,-52730.89440687932,42263.84232684169,38381.10963258059
heteroscedastic,0.2,1,20568.9194270694,-12315.137256523245,42263.84232684169,38381.10963258059
heteroscedastic,0.2,2,-39984.830296328,25737.229570631956,42263.84232684169,38381.10963258059
heteroscedastic,0.2,3,-6781.957686745911,-8668.191694224312,42263.84232684169,38381.10963258059
heteroscedastic,0.2,4,-72729.93013600026,-8267.696823001781,42263.84232684169,38381.10963258059
heteroscedastic,0.2,5,-12559.417592751357,-26266.89308398156,42263.84232684169,38381.10963258059
heteroscedastic,0.2,6,48689.29517004962,-32431.974347321753,42263.84232684169,38381.10963258059
heteroscedastic,0.2,7,3492.590571192879,-2194.052354293468,42263.84232684169,38381.10963258059
heteroscedastic,0.2,8,-14803.289821778482,6150.3600190160505,42263.84232684169,38381.10963258059
heteroscedastic,0.2,9,27559.79969989357,-7926.545984675671,42263.84232684169,38381.10963258059
heteroscedastic,0.2,10,92149.41784332716,-60292.178903855805,42263.84232684169,38381.10963258059
heteroscedastic,0.2,11,-41969.725301464,-13981.320408046158,42263.84232684169,38381.10963258059
heteroscedastic,0.2,12,-45981.52186285818,116459.35887439485,42263.84232684169,38381.10963258059
heteroscedastic,0.2,13,-27626.028001878294,-22073.250606264803,42263.84232684169,38381.10963258059
heteroscedastic,0.2,14,69405.5650248396,-6452.377504765405,42263.84232684169,38381.10963258059
heteroscedastic,0.2,15,-26328.247519864963,-47560.56558044243,42263.84232684169,38381.10963258059
heteroscedastic,0.2,16,-33417.64667681907,-15789.537365404278,42263.84232684169,38381.10963258059
heteroscedastic,0.2,17,-45630.256686498295,-14519.320413608191,42263.84232684169,38381.10963258059
heteroscedastic,0.2,18,35058.993078851025,-34564.34778884164,42263.84232684169,38381.10963258059
heteroscedastic,0.2,19,-37556.3928334431,45141.34594644653,42263.84232684169,38381.10963258059
heteroscedastic,0.3,0,26263.1489848677,-49623.476184847415,37132.255990337486,35605.94484425879
heteroscedastic,0.3,1,13105.042685791588,-4034.939954561036,37132.255990337486,35605.94484425879
heteroscedastic,0.3,2,15080.199008700525,-55127.20577825207,37132.255990337486,35605.94484425879
heteroscedastic,0.3,3,96937.8167210134,-37261.10233802788,37132.255990337486,35605.94484425879
heteroscedastic,0.3,4,-8297.516699954838,52383.38529107804,37132.255990337486,35605.94484425879
heteroscedastic,0.3,5,9444.292649471696,25193.445049834612,37132.255990337486,35605.94484425879
heteroscedastic,0.3,6,-17814.063913060672,-35048.72661898364,37132.255990337486,35605.94484425879
heteroscedastic,0.3,7,8609.274394649256,11292.65313363736,37132.255990337486,35605.94484425879
heteroscedastic,0.3,8,58539.25601710501,-61297.85422598786,37132.255990337486,35605.94484425879
heteroscedastic,0.3,9,31629.062316508964,-6237.799546266848,37132.255990337486,35605.94484425879
heteroscedastic,0.3,10,-32158.24022708781,51766.51325137855,37132.255990337486,35605.94484425879
heteroscedastic,0.3,11,11294.372611625848,20851.58385038044,37132.255990337486,35605.94484425879
heteroscedastic,0.3,12,-12748.670024257211,-47779.510272346466,37132.255990337486,35605.94484425879
heteroscedastic,0.3,13,-38427.870146346046,20077.157043006242,37132.255990337486,35605.94484425879
heteroscedastic,0.3,14,53391.94982384352,29802.526990797574,37132.255990337486,35605.94484425879
heteroscedastic,0.3,15,36102.70993873372,1638.5941938885953,37132.255990337486,35605.94484425879
heteroscedastic,0.3,16,-38501.427009582374,-33818.89322100737,37132.255990337486,35605.94484425879
heteroscedastic,0.3,17,59997.83317912347,-15666.627588015777,37132.255990337486,35605.94484425879
heteroscedastic,0.3,18,-8515.670887177082,40954.21521270322,37132.255990337486,35605.94484425879
heteroscedastic,0.3,19,-1956.347507140279,-12675.804781004263,37132.255990337486,35605.94484425879
combined,0.0,0,-57208.156765364576,10226.690869975282,41908.90133773401,35561.63025216467
combined,0.0,1,-37256.91323637459,905.883036853309,41908.90133773401,35561.63025216467
combined,0.0,2,-67166.35031737796,6792.704735549807,41908.90133773401,35561.63025216467
combined,0.0,3,-52872.968824551936,16493.335277316306,41908.90133773401,35561.63025216467
combined,0.0,4,-18946.245639234374,-72553.35500048965,41908.90133773401,35561.63025216467
combined,0.0,5,-58101.34650749115,-51020.35523874487,41908.90133773401,35561.63025216467
combined,0.0,6,-6126.435473063844,3677.1482545064064,41908.90133773401,35561.63025216467
combined,0.0,7,-25720.374600192445,-35732.95096987084,41908.90133773401,35561.63025216467
combined,0.0,8,21561.125320961,21793.622075782216,41908.90133773401,35561.63025216467
combined,0.0,9,4899.39983061247,-28585.887827553932,41908.90133773401,35561.63025216467
combined,0.0,10,-12932.991664229718,-2131.631617033767,41908.90133773401,35561.63025216467
combined,0.0,11,-44418.7236123145,43612.46234647583,41908.90133773401,35561.63025216467
combined,0.0,12,31642.481153270957,11279.501995929517,41908.90133773401,35561.63025216467
combined,0.0,13,82794.38836825837,-12116.754530998092,41908.90133773401,35561.63025216467
combined,0.0,14,-38753.49318397642,24413.649912451452,41908.90133773401,35561.63025216467
combined,0.0,15,-71824.85852494279,-33559.16844668891,41908.90133773401,35561.63025216467
